?covp	?covplab	?humanp	?humanplab	?humanp2	?humanplab2	id	TDL
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P19784	CSNK2A2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P19784	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22459	KCNA6^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22459	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22460	KCNA5^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22460	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22460	KCNA5^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22460	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P23284	PPIB^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P23284	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P23284	PPIB^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P23284	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22459	KCNA6^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P22459	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P30043	BLVRB^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P30043	Tbio
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P26358	DNMT1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P26358	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P25100	ADRA1D^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P25100	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P25100	ADRA1D^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P25100	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P27448	MARK3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P27448	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P26358	DNMT1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P26358	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33402	GUCY1A3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33402	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33402	GUCY1A3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33402	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33527	ABCC1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33527	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P27448	MARK3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P27448	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33527	ABCC1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33527	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P30043	BLVRB^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P30043	Tbio
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P30043	BLVRB^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P30043	Tbio
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P37173	TGFBR2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P37173	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33527	ABCC1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33527	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33527	ABCC1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33527	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P38435	GGCX^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P38435	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P37173	TGFBR2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P37173	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33402	GUCY1A3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33402	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33402	GUCY1A3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33402	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P38435	GGCX^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P38435	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P38435	GGCX^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P38435	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P38435	GGCX^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P38435	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P37173	TGFBR2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P37173	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48065	SLC6A12^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48065	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P37173	TGFBR2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P37173	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48050	KCNJ4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48050	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48065	SLC6A12^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48065	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P49327	FASN^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P49327	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P49327	FASN^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P49327	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48050	KCNJ4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48050	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53396	ACLY^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53396	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53778	MAPK12^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53778	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P55789	GFER^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P55789	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48050	KCNJ4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48050	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48050	KCNJ4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48050	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53582	METAP1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53582	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48065	SLC6A12^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48065	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48065	SLC6A12^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P48065	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53396	ACLY^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53396	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53778	MAPK12^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53778	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P49327	FASN^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P49327	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P49327	FASN^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P49327	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53582	METAP1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53582	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P55789	GFER^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P55789	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53396	ACLY^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53396	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53396	ACLY^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53396	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53778	MAPK12^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53778	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53778	MAPK12^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53778	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P55789	GFER^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P55789	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P55789	GFER^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P55789	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53582	METAP1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53582	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53582	METAP1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P53582	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62937	PPIA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62937	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62942	FKBP1A^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62942	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P68400	CSNK2A1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P68400	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62942	FKBP1A^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62942	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62937	PPIA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62937	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q00688	FKBP3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q00688	Tbio
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62942	FKBP1A^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62942	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62942	FKBP1A^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62942	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P68400	CSNK2A1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P68400	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62937	PPIA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62937	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62937	PPIA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P62937	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07820	MCL1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07820	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q00688	FKBP3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q00688	Tbio
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P68400	CSNK2A1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P68400	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P68400	CSNK2A1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P68400	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07817	BCL2L1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07817	Tchem
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P35613>	basi_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07820	MCL1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07820	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07817	BCL2L1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07817	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07817	BCL2L1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07817	Tchem
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07820	MCL1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07820	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P07203>	gpx1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07820	MCL1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q07820	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449633>	nsp16^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/P61158>	arp3_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q13224	GRIN2D^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q13224	Tclin
<http://identifiers.org/uniprot/P0DTC1-PRO_0000449645>	nsp11^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/O75347>	tbca_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q00688	FKBP3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q00688	Tbio
