id	name	category	TDL	provided_by
UniProtKB:O60674	JAK2	biolink:Protein	Tclin	drug_central
UniProtKB:O14976	GAK	biolink:Protein	Tchem	drug_central
UniProtKB:Q52WX2	SBK1	biolink:Protein	Tdark	drug_central
UniProtKB:O14965	AURKA	biolink:Protein	Tchem	drug_central
UniProtKB:Q13163	MAP2K5	biolink:Protein	Tchem	drug_central
UniProtKB:Q9NYL2	ZAK	biolink:Protein	Tchem	drug_central
UniProtKB:O15264	MAPK11	biolink:Protein	Tchem	drug_central
UniProtKB:P53778	MAPK12	biolink:Protein	Tchem	drug_central
UniProtKB:Q15759	MAPK13	biolink:Protein	Tchem	drug_central
UniProtKB:P43405	SYK	biolink:Protein	Tclin	drug_central
UniProtKB:P30291	WEE1	biolink:Protein	Tchem	drug_central
UniProtKB:P04049	RAF1	biolink:Protein	Tclin	drug_central
UniProtKB:Q06187	BTK	biolink:Protein	Tclin	drug_central
UniProtKB:O43283	MAP3K13	biolink:Protein	Tbio	drug_central
UniProtKB:P21709	EPHA1	biolink:Protein	Tchem	drug_central
UniProtKB:Q92918	MAP4K1	biolink:Protein	Tchem	drug_central
UniProtKB:Q8NG66	NEK11	biolink:Protein	Tbio	drug_central
UniProtKB:P15056	BRAF	biolink:Protein	Tclin	drug_central
UniProtKB:P09769	FGR	biolink:Protein	Tchem	drug_central
UniProtKB:Q5VT25	CDC42BPA	biolink:Protein	Tchem	drug_central
UniProtKB:O43318	MAP3K7	biolink:Protein	Tchem	drug_central
UniProtKB:P42685	FRK	biolink:Protein	Tchem	drug_central
UniProtKB:P29322	EPHA8	biolink:Protein	Tchem	drug_central
UniProtKB:P29317	EPHA2	biolink:Protein	Tclin	drug_central
UniProtKB:P29320	EPHA3	biolink:Protein	Tchem	drug_central
UniProtKB:O94804	STK10	biolink:Protein	Tchem	drug_central
UniProtKB:P52333	JAK3	biolink:Protein	Tclin	drug_central
UniProtKB:P07947	YES1	biolink:Protein	Tclin	drug_central
UniProtKB:P41240	CSK	biolink:Protein	Tchem	drug_central
UniProtKB:Q59H18	TNNI3K	biolink:Protein	Tchem	drug_central
UniProtKB:P08631	HCK	biolink:Protein	Tclin	drug_central
UniProtKB:P09619	PDGFRB	biolink:Protein	Tclin	drug_central
UniProtKB:P11362	FGFR1	biolink:Protein	Tclin	drug_central
UniProtKB:P21802	FGFR2	biolink:Protein	Tclin	drug_central
UniProtKB:Q8NI60	COQ8A	biolink:Protein	Tbio	drug_central
UniProtKB:O00506	STK25	biolink:Protein	Tbio	drug_central
UniProtKB:Q9Y6R4	MAP3K4	biolink:Protein	Tbio	drug_central
UniProtKB:Q9Y4K4	MAP4K5	biolink:Protein	Tchem	drug_central
UniProtKB:Q8N4C8	MINK1	biolink:Protein	Tchem	drug_central
UniProtKB:Q9NRP7	STK36	biolink:Protein	Tbio	drug_central
UniProtKB:P10721	KIT	biolink:Protein	Tclin	drug_central
UniProtKB:Q15303	ERBB4	biolink:Protein	Tclin	drug_central
UniProtKB:Q9UF33	EPHA6	biolink:Protein	Tchem	drug_central
UniProtKB:Q9UKE5	TNIK	biolink:Protein	Tchem	drug_central
UniProtKB:Q99640	PKMYT1	biolink:Protein	Tchem	drug_central
UniProtKB:Q96GD4	AURKB	biolink:Protein	Tchem	drug_central
UniProtKB:Q9H2G2	SLK	biolink:Protein	Tchem	drug_central
UniProtKB:O00238	BMPR1B	biolink:Protein	Tbio	drug_central
UniProtKB:P29597	TYK2	biolink:Protein	Tclin	drug_central
UniProtKB:Q13043	STK4	biolink:Protein	Tchem	drug_central
UniProtKB:Q13882	PTK6	biolink:Protein	Tchem	drug_central
UniProtKB:Q9UL54	TAOK2	biolink:Protein	Tbio	drug_central
UniProtKB:P51955	NEK2	biolink:Protein	Tchem	drug_central
UniProtKB:P07948	LYN	biolink:Protein	Tclin	drug_central
UniProtKB:P51813	BMX	biolink:Protein	Tchem	drug_central
UniProtKB:P54756	EPHA5	biolink:Protein	Tchem	drug_central
UniProtKB:P53667	LIMK1	biolink:Protein	Tchem	drug_central
UniProtKB:P54764	EPHA4	biolink:Protein	Tchem	drug_central
UniProtKB:P54762	EPHB1	biolink:Protein	Tchem	drug_central
UniProtKB:P42336	PIK3CA	biolink:Protein	Tclin	drug_central
UniProtKB:Q07912	TNK2	biolink:Protein	Tclin	drug_central
UniProtKB:Q8IVH8	MAP4K3	biolink:Protein	Tchem	drug_central
UniProtKB:Q15569	TESK1	biolink:Protein	Tbio	drug_central
UniProtKB:Q04771	ACVR1	biolink:Protein	Tchem	drug_central
UniProtKB:Q6DT37	CDC42BPG	biolink:Protein	Tbio	drug_central
UniProtKB:Q9Y5S2	CDC42BPB	biolink:Protein	Tbio	drug_central
UniProtKB:Q9Y2U5	MAP3K2	biolink:Protein	Tchem	drug_central
UniProtKB:Q6PHR2	ULK3	biolink:Protein	Tchem	drug_central
UniProtKB:P42684	ABL2	biolink:Protein	Tchem	drug_central
UniProtKB:Q9P289	STK26	biolink:Protein	Tbio	drug_central
UniProtKB:Q13705	ACVR2B	biolink:Protein	Tchem	drug_central
UniProtKB:P51451	BLK	biolink:Protein	Tchem	drug_central
UniProtKB:P21860	ERBB3	biolink:Protein	Tchem	drug_central
UniProtKB:O15197	EPHB6	biolink:Protein	Tchem	drug_central
UniProtKB:Q9H0K1	SIK2	biolink:Protein	Tchem	drug_central
UniProtKB:Q9H2K8	TAOK3	biolink:Protein	Tbio	drug_central
UniProtKB:Q9H3Y6	SRMS	biolink:Protein	Tchem	drug_central
UniProtKB:Q9Y2K2	SIK3	biolink:Protein	Tchem	drug_central
UniProtKB:P36507	MAP2K1	biolink:Protein	Tclin	drug_central
UniProtKB:P0C1S8	WEE2	biolink:Protein	Tbio	drug_central
UniProtKB:P07333	CSF1R	biolink:Protein	Tclin	drug_central
UniProtKB:P37023	ACVRL1	biolink:Protein	Tchem	drug_central
UniProtKB:P36896	ACVR1B	biolink:Protein	Tchem	drug_central
UniProtKB:P36894	BMPR1A	biolink:Protein	Tchem	drug_central
UniProtKB:P36897	TGFBR1	biolink:Protein	Tchem	drug_central
UniProtKB:P37173	TGFBR2	biolink:Protein	Tchem	drug_central
UniProtKB:Q9P2K8	EIF2AK4	biolink:Protein	Tchem	drug_central
UniProtKB:Q09013	DMPK	biolink:Protein	Tchem	drug_central
UniProtKB:Q08345	DDR1	biolink:Protein	Tchem	drug_central
UniProtKB:O95819	MAP4K4	biolink:Protein	Tchem	drug_central
UniProtKB:P27037	ACVR2A	biolink:Protein	Tbio	drug_central
UniProtKB:Q9H1R3	MYLK2	biolink:Protein	Tbio	drug_central
UniProtKB:Q56UN5	MAP3K19	biolink:Protein	Tchem	drug_central
UniProtKB:P29323	EPHB2	biolink:Protein	Tchem	drug_central
UniProtKB:P42681	TXK	biolink:Protein	Tchem	drug_central
UniProtKB:Q86Y07	VRK2	biolink:Protein	Tbio	drug_central
UniProtKB:P53671	LIMK2	biolink:Protein	Tchem	drug_central
UniProtKB:P54753	EPHB3	biolink:Protein	Tchem	drug_central
UniProtKB:P42680	TEC	biolink:Protein	Tchem	drug_central
UniProtKB:Q99759	MAP3K3	biolink:Protein	Tchem	drug_central
UniProtKB:Q9UBE8	NLK	biolink:Protein	Tchem	drug_central
UniProtKB:Q12851	MAP4K2	biolink:Protein	Tchem	drug_central
UniProtKB:P57059	SIK1	biolink:Protein	Tchem	drug_central
DrugCentral:786	daunorubicin	biolink:Drug		drug_central
UniProtKB:O95255	ABCC6	biolink:Protein	Tbio	drug_central
DrugCentral:788	debrisoquine	biolink:Drug		drug_central
DrugCentral:789	decamethonium	biolink:Drug		drug_central
UniProtKB:P07510	CHRNB1	biolink:Protein	Tclin	drug_central
UniProtKB:Q04844	CHRNE	biolink:Protein	Tclin	drug_central
DrugCentral:790	decitabine	biolink:Drug		drug_central
DrugCentral:792	deferoxamine	biolink:Drug		drug_central
UniProtKB:Q16665	HIF1A	biolink:Protein	Tchem	drug_central
DrugCentral:795	prasterone	biolink:Drug		drug_central
DrugCentral:798	delapril	biolink:Drug		drug_central
DrugCentral:799	delavirdine	biolink:Drug		drug_central
DrugCentral:800	delorazepam	biolink:Drug		drug_central
DrugCentral:801	demecarium	biolink:Drug		drug_central
DrugCentral:802	demeclocycline	biolink:Drug		drug_central
DrugCentral:806	denopamine	biolink:Drug		drug_central
DrugCentral:809	desalkylflurazepam	biolink:Drug		drug_central
DrugCentral:810	deserpidine	biolink:Drug		drug_central
DrugCentral:811	desflurane	biolink:Drug		drug_central
UniProtKB:P48167	GLRB	biolink:Protein	Tclin	drug_central
UniProtKB:P57789	KCNK10	biolink:Protein	Tclin	drug_central
UniProtKB:Q7Z418	KCNK18	biolink:Protein	Tclin	drug_central
UniProtKB:O14649	KCNK3	biolink:Protein	Tclin	drug_central
UniProtKB:Q9NPC2	KCNK9	biolink:Protein	Tclin	drug_central
DrugCentral:812	desipramine	biolink:Drug		drug_central
UniProtKB:Q7RTT9	SLC29A4	biolink:Protein	Tbio	drug_central
DrugCentral:813	deslanoside	biolink:Drug		drug_central
DrugCentral:814	desloratadine	biolink:Drug		drug_central
DrugCentral:816	nordazepam	biolink:Drug		drug_central
UniProtKB:P28476	GABRR2	biolink:Protein	Tbio	drug_central
DrugCentral:817	desmopressin	biolink:Drug		drug_central
UniProtKB:P47901	AVPR1B	biolink:Protein	Tclin	drug_central
DrugCentral:818	desogestrel	biolink:Drug		drug_central
DrugCentral:819	desoximetasone	biolink:Drug		drug_central
DrugCentral:820	desoxycortone	biolink:Drug		drug_central
DrugCentral:821	desoxycorticosterone acetate	biolink:Drug		drug_central
DrugCentral:822	desoxycorticosterone pivalate	biolink:Drug		drug_central
DrugCentral:824	dexamethasone	biolink:Drug		drug_central
UniProtKB:P05112	IL4	biolink:Protein	Tbio	drug_central
DrugCentral:826	dexamethasone acetate	biolink:Drug		drug_central
DrugCentral:828	dexamethasone palmitate	biolink:Drug		drug_central
DrugCentral:829	dexamethasone valerate	biolink:Drug		drug_central
DrugCentral:830	dexbrompheniramine	biolink:Drug		drug_central
DrugCentral:831	dexetimide	biolink:Drug		drug_central
DrugCentral:832	dexfenfluramine	biolink:Drug		drug_central
DrugCentral:833	dexketoprofen	biolink:Drug		drug_central
DrugCentral:834	dexloxiglumide	biolink:Drug		drug_central
DrugCentral:835	dexmedetomidine	biolink:Drug		drug_central
DrugCentral:836	dexmethylphenidate	biolink:Drug		drug_central
DrugCentral:837	dexniguldipine	biolink:Drug		drug_central
DrugCentral:841	dexamfetamine	biolink:Drug		drug_central
DrugCentral:842	dextromethorphan	biolink:Drug		drug_central
DrugCentral:844	dextropropoxyphene	biolink:Drug		drug_central
DrugCentral:846	dextrothyroxine	biolink:Drug		drug_central
DrugCentral:847	dezocine	biolink:Drug		drug_central
DrugCentral:849	diacerein	biolink:Drug		drug_central
UniProtKB:P42574	CASP3	biolink:Protein	Tchem	drug_central
UniProtKB:P55210	CASP7	biolink:Protein	Tchem	drug_central
DrugCentral:852	diazepam	biolink:Drug		drug_central
DrugCentral:854	diazoxide	biolink:Drug		drug_central
UniProtKB:P43490	NAMPT	biolink:Protein	Tchem	drug_central
DrugCentral:859	cinchocaine	biolink:Drug		drug_central
DrugCentral:861	phenazone	biolink:Drug		drug_central
DrugCentral:862	dichloroacetic acid	biolink:Drug		drug_central
UniProtKB:Q15118	PDK1	biolink:Protein	Tchem	drug_central
UniProtKB:Q15119	PDK2	biolink:Protein	Tbio	drug_central
UniProtKB:Q15120	PDK3	biolink:Protein	Tbio	drug_central
UniProtKB:Q16654	PDK4	biolink:Protein	Tbio	drug_central
DrugCentral:863	dichlorophen	biolink:Drug		drug_central
DrugCentral:864	dichlorphenamide	biolink:Drug		drug_central
DrugCentral:865	diclofenac	biolink:Drug		drug_central
UniProtKB:P42330	AKR1C3	biolink:Protein	Tchem	drug_central
UniProtKB:Q9HAW8	UGT1A10	biolink:Protein	Tbio	drug_central
UniProtKB:P10145	CXCL8	biolink:Protein	Tchem	drug_central
UniProtKB:P19224	UGT1A6	biolink:Protein	Tbio	drug_central
UniProtKB:Q9HAW7	UGT1A7	biolink:Protein	Tbio	drug_central
UniProtKB:O60656	UGT1A9	biolink:Protein	Tbio	drug_central
UniProtKB:O60218	AKR1B10	biolink:Protein	Tchem	drug_central
DrugCentral:866	dicloxacillin	biolink:Drug		drug_central
DrugCentral:867	dicoumarol	biolink:Drug		drug_central
UniProtKB:Q16549	PCSK7	biolink:Protein	Tchem	drug_central
DrugCentral:868	dicycloverine	biolink:Drug		drug_central
DrugCentral:870	dienestrol	biolink:Drug		drug_central
DrugCentral:871	dienogest	biolink:Drug		drug_central
DrugCentral:873	diethylcarbamazine	biolink:Drug		drug_central
DrugCentral:874	diethylpropion	biolink:Drug		drug_central
DrugCentral:875	diethylstilbestrol	biolink:Drug		drug_central
UniProtKB:O95718	ESRRB	biolink:Protein	Tchem	drug_central
UniProtKB:P62508	ESRRG	biolink:Protein	Tchem	drug_central
UniProtKB:Q14376	GALE	biolink:Protein	Tchem	drug_central
DrugCentral:878	difenoxin	biolink:Drug		drug_central
DrugCentral:880	diflunisal	biolink:Drug		drug_central
DrugCentral:881	digitoxin	biolink:Drug		drug_central
UniProtKB:P40763	STAT3	biolink:Protein	Tchem	drug_central
DrugCentral:882	digoxin	biolink:Drug		drug_central
UniProtKB:P51449	RORC	biolink:Protein	Tchem	drug_central
DrugCentral:885	alpha-Ergocryptine	biolink:Drug		drug_central
DrugCentral:886	dihydrocodeine	biolink:Drug		drug_central
DrugCentral:887	dihydroergocristine	biolink:Drug		drug_central
DrugCentral:888	dihydroergotamine	biolink:Drug		drug_central
DrugCentral:889	hydroquinidine	biolink:Drug		drug_central
UniProtKB:Q8IWT1	SCN4B	biolink:Protein	Tbio	drug_central
UniProtKB:Q9NY72	SCN3B	biolink:Protein	Tbio	drug_central
UniProtKB:O60939	SCN2B	biolink:Protein	Tbio	drug_central
UniProtKB:Q07699	SCN1B	biolink:Protein	Tbio	drug_central
DrugCentral:893	dilazep	biolink:Drug		drug_central
UniProtKB:Q99808	SLC29A1	biolink:Protein	Tclin	drug_central
DrugCentral:894	dilevalol	biolink:Drug		drug_central
DrugCentral:897	diltiazem	biolink:Drug		drug_central
UniProtKB:Q13698	CACNA1S	biolink:Protein	Tclin	drug_central
DrugCentral:901	dimenhydrinate	biolink:Drug		drug_central
DrugCentral:903	dimetindene	biolink:Drug		drug_central
DrugCentral:908	dimethyltubocurarinium	biolink:Drug		drug_central
DrugCentral:911	dioxyline	biolink:Drug		drug_central
UniProtKB:P50579	METAP2	biolink:Protein	Tchem	drug_central
UniProtKB:P53582	METAP1	biolink:Protein	Tchem	drug_central
DrugCentral:912	dinoprost	biolink:Drug		drug_central
UniProtKB:Q9Y5Y4	PTGDR2	biolink:Protein	Tchem	drug_central
UniProtKB:P21731	TBXA2R	biolink:Protein	Tclin	drug_central
DrugCentral:913	dinoprostone	biolink:Drug		drug_central
DrugCentral:915	diphemanil	biolink:Drug		drug_central
DrugCentral:916	diphenhydramine	biolink:Drug		drug_central
DrugCentral:918	diphenoxylate	biolink:Drug		drug_central
DrugCentral:920	diphenylpyraline	biolink:Drug		drug_central
DrugCentral:922	dipivefrine	biolink:Drug		drug_central
DrugCentral:923	diprafenone	biolink:Drug		drug_central
DrugCentral:924	dipyridamole	biolink:Drug		drug_central
UniProtKB:O95263	PDE8B	biolink:Protein	Tclin	drug_central
UniProtKB:O76074	PDE5A	biolink:Protein	Tclin	drug_central
UniProtKB:Q86TP1	PRUNE	biolink:Protein	Tchem	drug_central
UniProtKB:O43924	PDE6A	biolink:Protein	Tclin	drug_central
UniProtKB:P16499	PDE6B	biolink:Protein	Tclin	drug_central
UniProtKB:P18545	PDE6C	biolink:Protein	Tclin	drug_central
UniProtKB:P35913	PDE6D	biolink:Protein	Tclin	drug_central
UniProtKB:P51160	PDE6G	biolink:Protein	Tclin	drug_central
UniProtKB:Q13956	PDE6H	biolink:Protein	Tclin	drug_central
UniProtKB:Q9NP56	PDE7B	biolink:Protein	Tclin	drug_central
UniProtKB:Q13946	PDE7A	biolink:Protein	Tclin	drug_central
UniProtKB:P54750	PDE1A	biolink:Protein	Tclin	drug_central
UniProtKB:Q01064	PDE1B	biolink:Protein	Tclin	drug_central
UniProtKB:Q14123	PDE1C	biolink:Protein	Tclin	drug_central
UniProtKB:Q9HCR9	PDE11A	biolink:Protein	Tchem	drug_central
UniProtKB:Q9Y233	PDE10A	biolink:Protein	Tclin	drug_central
UniProtKB:O60658	PDE8A	biolink:Protein	Tclin	drug_central
DrugCentral:926	disopyramide	biolink:Drug		drug_central
DrugCentral:927	distigmine	biolink:Drug		drug_central
DrugCentral:928	disulfiram	biolink:Drug		drug_central
UniProtKB:P05091	ALDH2	biolink:Protein	Tclin	drug_central
UniProtKB:P51681	CCR5	biolink:Protein	Tclin	drug_central
UniProtKB:P25025	CXCR2	biolink:Protein	Tchem	drug_central
UniProtKB:Q99685	MGLL	biolink:Protein	Tchem	drug_central
DrugCentral:931	ditiocarb	biolink:Drug		drug_central
DrugCentral:934	levomenthol	biolink:Drug		drug_central
UniProtKB:Q7Z2W7	TRPM8	biolink:Protein	Tclin	drug_central
DrugCentral:937	dobutamine	biolink:Drug		drug_central
DrugCentral:939	docetaxel	biolink:Drug		drug_central
UniProtKB:P04350	TUBB	biolink:Protein	Tclin	drug_central
UniProtKB:Q13509	TUBB2B	biolink:Protein	Tclin	drug_central
UniProtKB:Q13885	TUBB3	biolink:Protein	Tclin	drug_central
UniProtKB:Q3ZCM7	TUBB4A	biolink:Protein	Tclin	drug_central
UniProtKB:Q9BUF5	TUBB4B	biolink:Protein	Tclin	drug_central
UniProtKB:Q9BVA1	TUBB6	biolink:Protein	Tclin	drug_central
UniProtKB:Q9H4B7	TUBB8	biolink:Protein	Tclin	drug_central
UniProtKB:Q02643	GHRHR	biolink:Protein	Tclin	drug_central
DrugCentral:942	dofetilide	biolink:Drug		drug_central
DrugCentral:945	domperidone	biolink:Drug		drug_central
DrugCentral:946	donepezil	biolink:Drug		drug_central
DrugCentral:947	dopamine	biolink:Drug		drug_central
UniProtKB:P09172	DBH	biolink:Protein	Tchem	drug_central
DrugCentral:948	dopexamine	biolink:Drug		drug_central
DrugCentral:949	dorzolamide	biolink:Drug		drug_central
DrugCentral:951	dosulepin	biolink:Drug		drug_central
DrugCentral:953	doxapram	biolink:Drug		drug_central
DrugCentral:954	doxazosin	biolink:Drug		drug_central
DrugCentral:956	doxepin	biolink:Drug		drug_central
DrugCentral:957	doxercalciferol	biolink:Drug		drug_central
DrugCentral:958	doxifluridine	biolink:Drug		drug_central
DrugCentral:960	doxorubicin	biolink:Drug		drug_central
UniProtKB:P29466	CASP1	biolink:Protein	Tchem	drug_central
UniProtKB:O14746	TERT	biolink:Protein	Tchem	drug_central
DrugCentral:961	doxycycline	biolink:Drug		drug_central
UniProtKB:P22894	MMP8	biolink:Protein	Tclin	drug_central
UniProtKB:P08254	MMP3	biolink:Protein	Tchem	drug_central
UniProtKB:P45452	MMP13	biolink:Protein	Tclin	drug_central
DrugCentral:962	doxylamine	biolink:Drug		drug_central
DrugCentral:965	drostanolone propionate	biolink:Drug		drug_central
DrugCentral:966	droperidol	biolink:Drug		drug_central
DrugCentral:968	drospirenone	biolink:Drug		drug_central
DrugCentral:969	drotaverine	biolink:Drug		drug_central
DrugCentral:971	droxidopa	biolink:Drug		drug_central
DrugCentral:972	duloxetine	biolink:Drug		drug_central
DrugCentral:973	dutasteride	biolink:Drug		drug_central
UniProtKB:P18405	SRD5A1	biolink:Protein	Tclin	drug_central
DrugCentral:974	dyclonine	biolink:Drug		drug_central
DrugCentral:975	dydrogesterone	biolink:Drug		drug_central
UniProtKB:Q9Y466	NR2E1	biolink:Protein	Tbio	drug_central
DrugCentral:976	diprophylline	biolink:Drug		drug_central
DrugCentral:977	ebastine	biolink:Drug		drug_central
DrugCentral:979	ebrotidine	biolink:Drug		drug_central
DrugCentral:982	echothiophate	biolink:Drug		drug_central
DrugCentral:983	econazole	biolink:Drug		drug_central
UniProtKB:P49146	NPY2R	biolink:Protein	Tchem	drug_central
DrugCentral:986	edatrexate	biolink:Drug		drug_central
UniProtKB:Q05932	FPGS	biolink:Protein	Tchem	drug_central
DrugCentral:987	edetic acid	biolink:Drug		drug_central
UniProtKB:Q16739	UGCG	biolink:Protein	Tclin	drug_central
DrugCentral:988	edrophonium	biolink:Drug		drug_central
DrugCentral:989	efavirenz	biolink:Drug		drug_central
DrugCentral:990	eflornithine	biolink:Drug		drug_central
UniProtKB:P11926	ODC1	biolink:Protein	Tclin	drug_central
DrugCentral:992	efonidipine	biolink:Drug		drug_central
DrugCentral:995	eletriptan	biolink:Drug		drug_central
DrugCentral:996	elliptinium	biolink:Drug		drug_central
DrugCentral:997	eltanolone	biolink:Drug		drug_central
DrugCentral:999	emedastine	biolink:Drug		drug_central
DrugCentral:1001	emetine	biolink:Drug		drug_central
UniProtKB:O75884	RBBP9	biolink:Protein	Tchem	drug_central
DrugCentral:1005	enalapril	biolink:Drug		drug_central
DrugCentral:1006	enalaprilat	biolink:Drug		drug_central
DrugCentral:1007	encainide	biolink:Drug		drug_central
DrugCentral:1008	endralazine	biolink:Drug		drug_central
DrugCentral:1009	enflurane	biolink:Drug		drug_central
DrugCentral:1013	enoxacin	biolink:Drug		drug_central
UniProtKB:P21281	ATP6V1B2	biolink:Protein	Tbio	drug_central
DrugCentral:1014	enoximone	biolink:Drug		drug_central
DrugCentral:1015	enprofylline	biolink:Drug		drug_central
DrugCentral:1016	enprostil	biolink:Drug		drug_central
DrugCentral:1018	entacapone	biolink:Drug		drug_central
DrugCentral:1021	epalrestat	biolink:Drug		drug_central
UniProtKB:Q00796	SORD	biolink:Protein	Tchem	drug_central
UniProtKB:P14550	AKR1A1	biolink:Protein	Tchem	drug_central
DrugCentral:1022	eperisone	biolink:Drug		drug_central
DrugCentral:1024	ephedrine	biolink:Drug		drug_central
DrugCentral:1027	epinastine	biolink:Drug		drug_central
DrugCentral:1028	epinephrine	biolink:Drug		drug_central
DrugCentral:1030	epirubicin	biolink:Drug		drug_central
DrugCentral:1032	eplerenone	biolink:Drug		drug_central
DrugCentral:1034	epoprostenol	biolink:Drug		drug_central
DrugCentral:1037	eprosartan	biolink:Drug		drug_central
DrugCentral:1040	eptifibatide	biolink:Drug		drug_central
UniProtKB:P05106	ITGA2B	biolink:Protein	Tclin	drug_central
UniProtKB:P08514	ITGB3	biolink:Protein	Tclin	drug_central
DrugCentral:1042	ergometrine	biolink:Drug		drug_central
DrugCentral:1043	ergotamine	biolink:Drug		drug_central
DrugCentral:1044	eritoran	biolink:Drug		drug_central
UniProtKB:O00206	TLR4	biolink:Protein	Tchem	drug_central
DrugCentral:1045	erlotinib	biolink:Drug		drug_central
UniProtKB:P53779	MAPK10	biolink:Protein	Tchem	drug_central
UniProtKB:P45984	MAPK9	biolink:Protein	Tchem	drug_central
UniProtKB:P32298	GRK4	biolink:Protein	Tchem	drug_central
UniProtKB:Q92630	DYRK2	biolink:Protein	Tchem	drug_central
UniProtKB:P08581	MET	biolink:Protein	Tclin	drug_central
UniProtKB:P48730	CSNK1D	biolink:Protein	Tchem	drug_central
UniProtKB:P19525	EIF2AK2	biolink:Protein	Tbio	drug_central
UniProtKB:P31152	MAPK4	biolink:Protein	Tbio	drug_central
UniProtKB:P35916	FLT4	biolink:Protein	Tclin	drug_central
UniProtKB:Q96D53	COQ8B	biolink:Protein	Tbio	drug_central
UniProtKB:Q9BUB5	MKNK1	biolink:Protein	Tchem	drug_central
UniProtKB:O43293	DAPK3	biolink:Protein	Tchem	drug_central
UniProtKB:P33981	TTK	biolink:Protein	Tchem	drug_central
UniProtKB:P35590	TIE1	biolink:Protein	Tchem	drug_central
UniProtKB:O94768	STK17B	biolink:Protein	Tchem	drug_central
UniProtKB:O00444	PLK4	biolink:Protein	Tchem	drug_central
UniProtKB:Q2M2I8	AAK1	biolink:Protein	Tchem	drug_central
UniProtKB:Q06418	TYRO3	biolink:Protein	Tchem	drug_central
UniProtKB:P29376	LTK	biolink:Protein	Tclin	drug_central
UniProtKB:P30530	AXL	biolink:Protein	Tchem	drug_central
UniProtKB:Q9UQB9	AURKC	biolink:Protein	Tchem	drug_central
UniProtKB:Q9UPE1	SRPK3	biolink:Protein	Tchem	drug_central
UniProtKB:Q9UM73	ALK	biolink:Protein	Tclin	drug_central
UniProtKB:O14578	CIT	biolink:Protein	Tbio	drug_central
UniProtKB:Q8NE63	HIPK4	biolink:Protein	Tchem	drug_central
UniProtKB:Q5S007	LRRK2	biolink:Protein	Tchem	drug_central
UniProtKB:Q8TBX8	PIP4K2C	biolink:Protein	Tbio	drug_central
UniProtKB:Q9NSY1	BMP2K	biolink:Protein	Tchem	drug_central
UniProtKB:Q9UEE5	STK17A	biolink:Protein	Tchem	drug_central
UniProtKB:Q13557	CAMK2D	biolink:Protein	Tchem	drug_central
UniProtKB:O75676	RPS6KA4	biolink:Protein	Tchem	drug_central
UniProtKB:Q9HBH9	MKNK2	biolink:Protein	Tchem	drug_central
UniProtKB:Q15375	EPHA7	biolink:Protein	Tchem	drug_central
UniProtKB:P57078	RIPK4	biolink:Protein	Tchem	drug_central
UniProtKB:Q12866	MERTK	biolink:Protein	Tchem	drug_central
UniProtKB:Q13470	TNK1	biolink:Protein	Tchem	drug_central
DrugCentral:1048	erythromycin	biolink:Drug		drug_central
DrugCentral:1052	erythromycin propionate	biolink:Drug		drug_central
DrugCentral:1053	escitalopram	biolink:Drug		drug_central
DrugCentral:1054	esmolol	biolink:Drug		drug_central
DrugCentral:1055	esomeprazole	biolink:Drug		drug_central
UniProtKB:P20648	ATP4A	biolink:Protein	Tclin	drug_central
UniProtKB:P51164	ATP4B	biolink:Protein	Tclin	drug_central
DrugCentral:1056	estazolam	biolink:Drug		drug_central
DrugCentral:1057	estradiol	biolink:Drug		drug_central
UniProtKB:P11474	ESRRA	biolink:Protein	Tchem	drug_central
UniProtKB:Q99527	GPER1	biolink:Protein	Tchem	drug_central
DrugCentral:1058	estradiol benzoate	biolink:Drug		drug_central
DrugCentral:1059	estradiol cypionate	biolink:Drug		drug_central
DrugCentral:1064	estradiol valerate	biolink:Drug		drug_central
DrugCentral:1066	estramustine phosphate	biolink:Drug		drug_central
DrugCentral:1067	estriol succinate	biolink:Drug		drug_central
DrugCentral:1068	eszopiclone	biolink:Drug		drug_central
DrugCentral:1071	ethacrynic acid	biolink:Drug		drug_central
UniProtKB:P08263	GSTA1	biolink:Protein	Tchem	drug_central
DrugCentral:1073	ethambutol	biolink:Drug		drug_central
DrugCentral:1076	ethanol	biolink:Drug		drug_central
DrugCentral:1078	ethchlorvynol	biolink:Drug		drug_central
DrugCentral:1082	ethinylestradiol	biolink:Drug		drug_central
DrugCentral:1084	ethisterone	biolink:Drug		drug_central
DrugCentral:1086	profenamine	biolink:Drug		drug_central
DrugCentral:1087	ethosuximide	biolink:Drug		drug_central
UniProtKB:O43497	CACNA1G	biolink:Protein	Tclin	drug_central
DrugCentral:1088	ethotoin	biolink:Drug		drug_central
DrugCentral:1089	ethoxzolamide	biolink:Drug		drug_central
DrugCentral:1091	ethyl biscoumacetate	biolink:Drug		drug_central
DrugCentral:1094	ethylestrenol	biolink:Drug		drug_central
DrugCentral:1095	etynodiol	biolink:Drug		drug_central
DrugCentral:1097	etidocaine	biolink:Drug		drug_central
DrugCentral:1100	etilamfetamine	biolink:Drug		drug_central
DrugCentral:1101	etilefrine	biolink:Drug		drug_central
DrugCentral:1102	etizolam	biolink:Drug		drug_central
DrugCentral:1103	etodolac	biolink:Drug		drug_central
DrugCentral:1107	etofylline	biolink:Drug		drug_central
DrugCentral:1109	etomidate	biolink:Drug		drug_central
